Date,Sales
2023-07-24,215.3653163487414
2023-07-25,198.42583049331944
2023-07-26,211.47025124418036
2023-07-27,222.50097183486832
2023-07-28,216.5204198107676
2023-07-29,192.53105094935353
2023-07-30,208.53534310973438
2023-07-31,180.5357900268925
2023-08-01,197.53489506616228
2023-08-02,200.53516495359116
2023-08-03,194.53910349788174
2023-08-04,187.54920531964243
2023-08-05,186.56794960364738
2023-08-06,205.59779388975747
2023-08-07,203.6411679180483
2023-08-08,207.70046754356463
2023-08-09,210.7780487359372
2023-08-10,199.87622167889407
2023-08-11,167.99724498443987
2023-08-12,181.14332003619785
2023-08-13,179.31658547607728
2023-08-14,197.5191118480788
2023-08-15,208.7528964126478
2023-08-16,193.01985814456714
2023-08-17,206.32183292691354
2023-08-18,159.66056895311743
2023-08-19,197.03772234863854
2023-08-20,200.4548530232259
2023-08-21,186.91342076414722
2023-08-22,160.41478158017466
2023-08-23,188.96018430548114
2023-08-24,200.5507674719549
2023-08-25,182.1875564577634
2023-08-26,172.8714609193099
2023-08-27,192.6032725130125
2023-08-28,201.38366291261335
2023-08-29,184.21318212698148
2023-08-30,184.09225712262463
2023-08-31,168.02119075435778
2023-09-01,159.00016100680807
2023-09-02,179.0292205486551
2023-09-03,212.10829660072287
2023-09-04,190.23719111825423
2023-09-05,185.41558128691088
2023-09-06,169.64302033125702
2023-09-07,179.91893863370137
2023-09-08,163.24264516109588
2023-09-09,180.61332919541738
2023-09-10,186.03006236419878
2023-09-11,169.4918009656232
2023-09-12,169.9973885824596
2023-09-13,162.54555897829144
2023-09-14,198.1349392687869
2023-09-15,184.764053360066
2023-09-16,212.43132564555566
2023-09-17,163.13508495207148
2023-09-18,166.873568725246
2023-09-19,187.6449274438183
2023-09-20,188.44722925173227
2023-09-21,179.27846479643978
2023-09-22,187.13655226129387
2023-09-23,213.0193425794259
2023-09-24,195.92462481605128
2023-09-25,207.85013170572063
2023-09-26,199.79354533065245
2023-09-27,183.75250292592142
